   h    k    l      d(Å)      F(real)      F(imag)          |F|         2θ          I    M
   1   36   -7   0.749640    -0.601868     0.002704     0.601874        nan        nan    4
   1   14  -12   0.749626    -1.408935     0.016565      1.40903        nan        nan    4
   1   38   -6   0.749603    -4.193606    -0.028802      4.19371        nan        nan    4
   6   13   -1   0.749561    -0.289596     0.008473      0.28972        nan        nan    4
   0   30    9   0.749467     3.704630     0.045563      3.70491        nan        nan    4
   6   12   -4   0.749462     0.546153     0.007227     0.546201        nan        nan    4
   2   39    3   0.749434     9.833641     0.059206      9.83382        nan        nan    4
   2   41    0   0.749427     0.475553     0.008079     0.475622        nan        nan    4
   5   23    2   0.749414    -3.566820    -0.021108      3.56688        nan        nan    4
   3    4  -12   0.749411   -11.559100    -0.059902      11.5593        nan        nan    4
   2    6   11   0.749341    18.749649     0.148842      18.7502        nan        nan    4
   1   40    4   0.749313     2.257973     0.003923      2.25798        nan        nan    4
   2   40    2   0.749112    -2.029257    -0.019063      2.02935        nan        nan    4
   3   38   -2   0.749067     0.985947    -0.003906     0.985954        nan        nan    4
   0   12   12   0.749053     1.275632     0.024637      1.27587        nan        nan    4
   2   36    5   0.749040     0.941078     0.003628     0.941085        nan        nan    4
   6    3   -6   0.748998     1.007017     0.011268      1.00708        nan        nan    4
   0   38    6   0.748964    -6.223390    -0.058091      6.22366        nan        nan    4
   4    5  -11   0.748887    -2.405948    -0.027490      2.40611        nan        nan    4
   1   42    2   0.748837    -1.383068     0.009664       1.3831        nan        nan    4
   0   26   10   0.748544     6.626163     0.095839      6.62686        nan        nan    4
   5    9   -9   0.748432    -0.290710    -0.004545     0.290745        nan        nan    4
   3   38    0   0.748362    -1.851626    -0.008983      1.85165        nan        nan    4
   4   21   -9   0.748175     0.558498    -0.000329     0.558498        nan        nan    4
   3   26    7   0.747875     1.321243     0.002671      1.32125        nan        nan    4
   3    5  -12   0.747619   -14.799546    -0.116732         14.8        nan        nan    4
   6    4   -6   0.747605    -0.075512    -0.007117    0.0758462        nan        nan    4
   1    0   12   0.747501   -14.519013    -0.182325      14.5202        nan        nan    2
   1   28    9   0.747483     3.135855     0.056361      3.13636        nan        nan    4
   4    8    8   0.747381     2.612887     0.021940      2.61298        nan        nan    4
   1    1   12   0.747303     3.234234     0.010864      3.23425        nan        nan    4
   0   36    7   0.747289     1.532318     0.025281      1.53253        nan        nan    4
   6   14   -2   0.747285     0.607298     0.000200     0.607298        nan        nan    4
   2   28    8   0.747260     1.002535     0.025934      1.00287        nan        nan    4
   2   34    6   0.747135     2.646329     0.024583      2.64644        nan        nan    4
   4   30    3   0.746992    -3.311447    -0.029002      3.31157        nan        nan    4
   6   10   -5   0.746950    -0.000838     0.001665   0.00186402        nan        nan    4
   1   41   -4   0.746905    -3.839443    -0.010653      3.83946        nan        nan    4
   5   26    0   0.746878     0.279782     0.004800     0.279823        nan        nan    4
   2   35   -7   0.746830   -12.180188    -0.068469      12.1804        nan        nan    4
   3   34    4   0.746803     1.437278     0.007248       1.4373        nan        nan    4
   1   17   11   0.746782    -2.188044    -0.031035      2.18826        nan        nan    4
   2    7   11   0.746757    -0.981742     0.043497     0.982705        nan        nan    4
   1    2   12   0.746709    -4.340596    -0.004015       4.3406        nan        nan    4
   2   41   -2   0.746706    -4.071071    -0.050464      4.07138        nan        nan    4
   4    6  -11   0.746703     2.741952     0.032686      2.74215        nan        nan    4
   6   12    0   0.746651     0.074261    -0.003790    0.0743579        nan        nan    4
   2   13  -12   0.746630     2.238611     0.019297      2.23869        nan        nan    4
   6    9    1   0.746513    -0.086459    -0.006000    0.0866671        nan        nan    4
   4   28    4   0.746463     2.061873     0.008306      2.06189        nan        nan    4
   5   21    3   0.746391     1.090221     0.005605      1.09024        nan        nan    4
   3   32    5   0.746382    -1.078360    -0.011993      1.07843        nan        nan    4
   4   16  -10   0.746356    -6.143199    -0.066920      6.14356        nan        nan    4
   5   25    1   0.746070    -1.286624     0.002428      1.28663        nan        nan    4
   2   37   -6   0.745884    -0.013425    -0.008589    0.0159372        nan        nan    4
   6    5   -6   0.745826    -0.037831    -0.005347    0.0382074        nan        nan    4
   5   16   -8   0.745760    -1.342100     0.005426      1.34211        nan        nan    4
   2   18   10   0.745753    -8.570101    -0.079936      8.57047        nan        nan    4
   1    3   12   0.745722     8.538697     0.068236      8.53897        nan        nan    4
   1   22  -11   0.745686    -0.607312     0.030774     0.608091        nan        nan    4
   6   14   -3   0.745607     0.230244     0.010240     0.230471        nan        nan    4
   3   37   -4   0.745553     2.540163     0.034234      2.54039        nan        nan    4
   1   27  -10   0.745505     0.678695    -0.044451     0.680149        nan        nan    4
   1   42   -3   0.745449     0.263762     0.000734     0.263763        nan        nan    4
   3    6  -12   0.745446   -13.770978    -0.133806      13.7716        nan        nan    4
   4   25   -8   0.745429     2.228011     0.031891      2.22824        nan        nan    4
   4   17    7   0.745395    -4.842225    -0.034139      4.84235        nan        nan    4
   6    0    2   0.745180     1.214152     0.018501      1.21429        nan        nan    2
   5   13    5   0.745083    -1.046679    -0.010193      1.04673        nan        nan    4
   3   22    8   0.745046     1.281693     0.029620      1.28204        nan        nan    4
   0   21   11   0.745046     1.585498    -0.004381       1.5855        nan        nan    4
   3   17  -11   0.745038    -1.859987    -0.020986      1.86011        nan        nan    4
   0   43    2   0.745017    -8.639038    -0.042021      8.63914        nan        nan    4
   6    1    2   0.744984     0.995181     0.014721     0.995289        nan        nan    4
   1   43    0   0.744951     5.956792     0.048828      5.95699        nan        nan    4
   3    0   10   0.744879     9.134109     0.080555      9.13446        nan        nan    2
   3    1   10   0.744682     5.679844     0.082642      5.68045        nan        nan    4
   5   10   -9   0.744678     0.051354    -0.002645    0.0514223        nan        nan    4
   2   38    4   0.744594    -9.708015    -0.043116      9.70811        nan        nan    4
   4   22    6   0.744585     0.729389     0.015537     0.729554        nan        nan    4
   3   16    9   0.744576    -6.813953    -0.038588      6.81406        nan        nan    4
   2   24    9   0.744545     0.711322    -0.017491     0.711537        nan        nan    4
   3   30   -8   0.744523    -3.757530    -0.034418      3.75769        nan        nan    4
   6   13   -4   0.744514    -0.460565    -0.003137     0.460575        nan        nan    4
   5   20   -7   0.744471     0.926135     0.006830      0.92616        nan        nan    4
   6    2    2   0.744396     0.759611     0.010820     0.759688        nan        nan    4
   5   18    4   0.744368     2.100846     0.013518      2.10089        nan        nan    4
   1    4   12   0.744348     5.427014     0.108745       5.4281        nan        nan    4
   0   40    5   0.744293     1.673280     0.024455      1.67346        nan        nan    4
   1   43   -1   0.744280    -2.934293     0.001219      2.93429        nan        nan    4
   2   26  -10   0.744270    -5.662359    -0.069035      5.66278        nan        nan    4
   6   14   -1   0.744219    -0.813203     0.001891     0.813205        nan        nan    4
   2   21  -11   0.744178     2.936765     0.020834      2.93684        nan        nan    4
   4    7  -11   0.744146    -2.154697    -0.035815      2.15499        nan        nan    4
   0   13   12   0.744113    -2.197941    -0.029033      2.19813        nan        nan    4
   3    2   10   0.744095     6.167367     0.046545      6.16754        nan        nan    4
   4   30   -6   0.744063    -7.832425    -0.032757      7.83249        nan        nan    4
   4    9    8   0.744034     0.023753     0.011414    0.0263537        nan        nan    4
   1   37    6   0.744000    -3.272713    -0.044911      3.27302        nan        nan    4
   5   27   -2   0.743924     4.986067     0.026999      4.98614        nan        nan    4
   1   15  -12   0.743891    14.330595     0.075234      14.3308        nan        nan    4
   5    0    6   0.743826     0.521476     0.005270     0.521503        nan        nan    2
   2    8   11   0.743809    13.364351     0.068137      13.3645        nan        nan    4
   3   36   -5   0.743698    -0.172341     0.005253     0.172421        nan        nan    4
   6    6   -6   0.743668    -2.083055    -0.005480      2.08306        nan        nan    4
   2   41    1   0.743647    -1.970341    -0.019569      1.97044        nan        nan    4
   5    1    6   0.743631    -1.035300     0.003883      1.03531        nan        nan    4
   3   37    2   0.743475    -0.600489    -0.014865     0.600673        nan        nan    4
   6    3    2   0.743418    -0.543302     0.002224     0.543306        nan        nan    4
   1   34   -8   0.743343     1.615352     0.010774      1.61539        nan        nan    4
   1   40   -5   0.743236     6.025734     0.028493       6.0258        nan        nan    4
   1   31   -9   0.743158    -5.752244    -0.031114      5.75233        nan        nan    4
   3    3   10   0.743119     3.198149     0.045512      3.19847        nan        nan    4
   5    2    6   0.743046    -1.515863    -0.015669      1.51594        nan        nan    4
   3   27   -9   0.743014    -2.867730    -0.033510      2.86793        nan        nan    4
   3    7  -12   0.742902   -10.872060    -0.061948      10.8722        nan        nan    4
   4   28   -7   0.742895    -0.973988     0.011512     0.974056        nan        nan    4
   5   26   -4   0.742893    -0.049650     0.004493    0.0498532        nan        nan    4
   6   11   -5   0.742829    -0.742738    -0.003407     0.742746        nan        nan    4
   6   10    1   0.742788     0.218190     0.001016     0.218193        nan        nan    4
   4   34   -1   0.742684     4.087585     0.019915      4.08763        nan        nan    4
   1    5   12   0.742592     9.704147     0.088277      9.70455        nan        nan    4
   5   27   -1   0.742567    -0.167278     0.000349     0.167278        nan        nan    4
   3   23  -10   0.742470    -3.607916    -0.030126      3.60804        nan        nan    4
   4   34   -2   0.742362     0.986358     0.004735     0.986369        nan        nan    4
   4   33    1   0.742316     0.259741     0.004162     0.259774        nan        nan    4
   3   38   -3   0.742308     0.363112     0.006111     0.363164        nan        nan    4
   1   32    8   0.742218     4.124755     0.066418      4.12529        nan        nan    4
   5    3    6   0.742074    -1.101329    -0.005380      1.10134        nan        nan    4
   6    4    2   0.742056    -1.602284    -0.013658      1.60234        nan        nan    4
   1   39    5   0.741853    -6.636219    -0.041067      6.63635        nan        nan    4
   2   30   -9   0.741816     1.820198     0.031312      1.82047        nan        nan    4
   6   13    0   0.741759     0.943600     0.005879     0.943618        nan        nan    4
   3    4   10   0.741758    -1.999915    -0.025839      2.00008        nan        nan    4
   1   24   10   0.741751     0.265025    -0.021209     0.265872        nan        nan    4
   6   15   -2   0.741604    -0.056169    -0.004044    0.0563145        nan        nan    4
   2   33   -8   0.741494    -0.068255     0.012515    0.0693925        nan        nan    4
   5   23   -6   0.741428    -0.031411    -0.003342     0.031588        nan        nan    4
   2   14  -12   0.741350     2.315863     0.018996      2.31594        nan        nan    4
   4   32    2   0.741242    -0.183227     0.001891     0.183237        nan        nan    4
   4    8  -11   0.741228     0.804701     0.004973     0.804717        nan        nan    4
   6    7   -6   0.741142     0.572498    -0.002190     0.572502        nan        nan    4
   2   40   -4   0.741048    -0.198974     0.005265     0.199044        nan        nan    4
   3   36    3   0.740952     0.673706    -0.001037     0.673707        nan        nan    4
   3   38    1   0.740938    -0.127935     0.007373     0.128148        nan        nan    4
   1   43    1   0.740931    -1.701443    -0.014809      1.70151        nan        nan    4
   5    4    6   0.740719     1.659888     0.009404      1.65991        nan        nan    4
   4   33   -4   0.740715    -1.306744    -0.001881      1.30675        nan        nan    4
   5   27   -3   0.740601    -2.552900    -0.022895        2.553        nan        nan    4
   5   11   -9   0.740595    -0.368646    -0.002940     0.368658        nan        nan    4
   2    9   11   0.740509   -11.571813    -0.100167      11.5722        nan        nan    4
   1    6   12   0.740462    -0.989194    -0.055259     0.990736        nan        nan    4
   4   10    8   0.740346    -1.300066    -0.015777      1.30016        nan        nan    4
   6    5    2   0.740316    -3.149294    -0.026789      3.14941        nan        nan    4
   5   24    2   0.740194     0.946998     0.021288     0.947237        nan        nan    4
   5   25   -5   0.740136     1.013480    -0.000034      1.01348        nan        nan    4
   3    5   10   0.740020    -3.154092    -0.066783       3.1548        nan        nan    4
   3    8  -12   0.739999    -3.762806    -0.017987      3.76285        nan        nan    4
   6   15   -3   0.739964    -0.159547    -0.004594     0.159613        nan        nan    4
   1   18   11   0.739955    -7.927235    -0.110545      7.92801        nan        nan    4
   4   17  -10   0.739926    -4.716383    -0.033062       4.7165        nan        nan    4
   1   35    7   0.739920    -2.991922     0.005360      2.99193        nan        nan    4
   5   14    5   0.739836     0.078176    -0.002858    0.0782278        nan        nan    4
   4   22   -9   0.739768     2.847817     0.037800      2.84807        nan        nan    4
   3   30    6   0.739721     3.496298     0.036037      3.49648        nan        nan    4
   4   26    5   0.739695    -4.275616    -0.023324      4.27568        nan        nan    4
   0   34    8   0.739392   -10.034483    -0.073524      10.0348        nan        nan    4
   5   17   -8   0.739345     1.803511     0.005233      1.80352        nan        nan    4
   6   14   -4   0.739279     0.721055     0.008882      0.72111        nan        nan    4
   2   32    7   0.739021    -2.933573    -0.044393      2.93391        nan        nan    4
   4   32   -5   0.739013     0.423409     0.011916     0.423576        nan        nan    4
   5    5    6   0.738988    -3.373995    -0.039838      3.37423        nan        nan    4
   1   43   -2   0.738956     0.140711     0.004799     0.140793        nan        nan    4
   0   14   12   0.738887    -1.599481    -0.000469      1.59948        nan        nan    4
   6   11    1   0.738735     0.823865     0.002079     0.823868        nan        nan    4
   2   39   -5   0.738725    -4.104048    -0.038698      4.10423        nan        nan    4
   6   15   -1   0.738607     0.321358     0.006516     0.321424        nan        nan    4
   4   18    7   0.738606     3.053142     0.040193      3.05341        nan        nan    4
   2   19   10   0.738572    -6.504932    -0.041068      6.50506        nan        nan    4
   6   12   -5   0.738393     0.273727     0.004262      0.27376        nan        nan    4
   4   34    0   0.738362     4.995165     0.043736      4.99536        nan        nan    4
   2   41   -3   0.738359     3.058469     0.019611      3.05853        nan        nan    4
   6    8   -6   0.738260    -1.060187    -0.002397      1.06019        nan        nan    4
   3   18  -11   0.738258     1.508799     0.030280       1.5091        nan        nan    4
   0   27   10   0.738207    -4.214012    -0.036412      4.21417        nan        nan    4
   6    6    2   0.738206    -4.117451    -0.033266      4.11759        nan        nan    4
   3   17    9   0.738191    -3.380820    -0.026028      3.38092        nan        nan    4
   5   22    3   0.738043     2.332713     0.001288      2.33271        nan        nan    4
   1    7   12   0.737969     5.162119     0.002460      5.16212        nan        nan    4
   4    9  -11   0.737962     3.621427     0.051491      3.62179        nan        nan    4
   3    6   10   0.737913    -3.077542    -0.031459       3.0777        nan        nan    4
   1   16  -12   0.737905   -14.019139    -0.144916      14.0199        nan        nan    4
   3   33   -7   0.737884     1.616592    -0.005029       1.6166        nan        nan    4
   3   27    7   0.737566    -1.567802    -0.003447      1.56781        nan        nan    4
   0   31    9   0.737563     4.066068     0.020308      4.06612        nan        nan    4
   0   44    0   0.737500    -0.881169    -0.016277     0.881319        nan        nan    2
   4   34   -3   0.737415    -0.786489    -0.012504     0.786589        nan        nan    4
   5   19    4   0.737226    -0.710304    -0.013681     0.710436        nan        nan    4
   1   23  -11   0.736981     2.551084     0.021499      2.55118        nan        nan    4
   5    6    6   0.736889     4.979007     0.046083      4.97922        nan        nan    4
   2   10   11   0.736872     9.447922     0.060155      9.44811        nan        nan    4
   3   35   -6   0.736855    -2.293310    -0.026552      2.29346        nan        nan    4
   3    9  -12   0.736749    -6.594453    -0.026958      6.59451        nan        nan    4
   0   22   11   0.736742    -0.766432     0.005823     0.766454        nan        nan    4
   5   27    0   0.736608    -0.563608    -0.010813     0.563712        nan        nan    4
   6   14    0   0.736581     0.255862     0.004102     0.255895        nan        nan    4
   5   21   -7   0.736566    -0.600459    -0.003202     0.600467        nan        nan    4
   1   29    9   0.736429     2.176571     0.029276      2.17677        nan        nan    4
   3   23    8   0.736363    -1.187213    -0.020395      1.18739        nan        nan    4
   4   11    8   0.736332    -2.972218    -0.032648       2.9724        nan        nan    4
   2   29    8   0.736217     1.608906    -0.000432      1.60891        nan        nan    4
   5   26    1   0.736212    -0.201471    -0.005640      0.20155        nan        nan    4
   5   12   -9   0.736198    -1.527216    -0.019859      1.52734        nan        nan    4
   3   39   -1   0.736093     1.533539     0.013404       1.5336        nan        nan    4
   4   23    6   0.735918    -3.081154    -0.020353      3.08122        nan        nan    4
   2   22  -11   0.735904     5.958843     0.039140      5.95897        nan        nan    4
   2   15  -12   0.735802    -5.386068    -0.085189      5.38674        nan        nan    4
   6    7    2   0.735735    -2.795565    -0.017357      2.79562        nan        nan    4
   6   16   -2   0.735672     0.283435     0.005371     0.283485        nan        nan    4
   4   26   -8   0.735597     1.225458     0.014206      1.22554        nan        nan    4
   1   42    3   0.735490    -0.989293    -0.005826     0.989311        nan        nan    4
   4   29    4   0.735454     7.063873     0.037299      7.06397        nan        nan    4
   1   37   -7   0.735451     0.797467     0.005932     0.797489        nan        nan    4
   3    7   10   0.735445     1.152372     0.011737      1.15243        nan        nan    4
   0   44    1   0.735219     3.240465     0.004384      3.24047        nan        nan    4
   4   31    3   0.735204     3.866737     0.025075      3.86682        nan        nan    4
   2   25    9   0.735123     7.273806     0.072026      7.27416        nan        nan    4
   1    8   12   0.735123    -0.066224    -0.025068      0.07081        nan        nan    4
   6    9   -6   0.735033     2.774160     0.017439      2.77421        nan        nan    4
   1   28  -10   0.734914     6.234234     0.033786      6.23433        nan        nan    4
   2   37    5   0.734885     2.744556     0.022413      2.74465        nan        nan    4
   1   39   -6   0.734662    -0.786338     0.004267     0.786349        nan        nan    4
   5    7    6   0.734432    -3.504738    -0.026079      3.50484        nan        nan    4
   6   12    1   0.734371    -0.651814    -0.003387     0.651822        nan        nan    4
   4   10  -11   0.734363    -2.100008    -0.015221      2.10006        nan        nan    4
   2   42   -1   0.734343     2.081972     0.012261      2.08201        nan        nan    4
   5   15    5   0.734322    -0.103948    -0.004110     0.104029        nan        nan    4
   3   39   -2   0.734157    -0.140184     0.007338     0.140376        nan        nan    4
   2   40    3   0.734127    -0.165085    -0.013743     0.165656        nan        nan    4
   2   27  -10   0.734107     0.414663     0.014865      0.41493        nan        nan    4
   6   16   -3   0.734071     1.007243     0.011547      1.00731        nan        nan    4
   0   39    6   0.734060     0.589430     0.012111     0.589554        nan        nan    4
   3   33    5   0.733870     0.366484    -0.005193     0.366521        nan        nan    4
   2   35    6   0.733834    -1.490188    -0.012977      1.49024        nan        nan    4
   6   15   -4   0.733778    -0.851017    -0.005430     0.851034        nan        nan    4
   6   13   -5   0.733660    -0.083268    -0.002863    0.0833173        nan        nan    4
   1   41    4   0.733638     1.102135     0.016682      1.10226        nan        nan    4
   0   42    4   0.733621     3.211689     0.028090      3.21181        nan        nan    4
   3   35    4   0.733519     2.033997     0.006694      2.03401        nan        nan    4
   3   24  -10   0.733501     5.561129     0.043149       5.5613        nan        nan    4
   3   39    0   0.733493    -1.522451    -0.010968      1.52249        nan        nan    4
   0   43    3   0.733477    -6.257017    -0.044333      6.25717        nan        nan    4
   2   41    2   0.733449     2.059298     0.023503      2.05943        nan        nan    4
   5   28   -2   0.733399     2.522210     0.008310      2.52222        nan        nan    4
   0   15   12   0.733394    -0.392409    -0.048031     0.395338        nan        nan    4
   2   42    0   0.733369     0.940055     0.012358     0.940137        nan        nan    4
   4   18  -10   0.733284    -2.577532    -0.008041      2.57754        nan        nan    4
   0   37    7   0.733230     5.246007     0.020132      5.24605        nan        nan    4
   2   36   -7   0.733171     4.320225     0.033130      4.32035        nan        nan    4
   3   10  -12   0.733168     5.004224     0.085338      5.00495        nan        nan    4
   1   19   11   0.732938     2.615750     0.061439      2.61647        nan        nan    4
   6    8    2   0.732915    -4.740018    -0.032106      4.74013        nan        nan    4
   2   11   11   0.732915    -6.953524    -0.055904      6.95375        nan        nan    4
   3   31   -8   0.732850    -4.939579    -0.036202      4.93971        nan        nan    4
   5   27   -4   0.732785     0.031263    -0.000202    0.0312638        nan        nan    4
   6   16   -1   0.732747    -0.412403    -0.002649     0.412412        nan        nan    4
   5   18   -8   0.732718    -1.146700    -0.002075       1.1467        nan        nan    4
   3    8   10   0.732628    -2.163647    -0.012347      2.16368        nan        nan    4
   3   28   -9   0.732527     5.058486     0.019758      5.05852        nan        nan    4
   5   24   -6   0.732496     1.886082     0.015711      1.88615        nan        nan    4
   1   43    2   0.732444     2.748800     0.020705      2.74888        nan        nan    4
   1   25   10   0.732434     4.384166     0.073082      4.38478        nan        nan    4
   4   31   -6   0.732411     0.980769     0.014867     0.980882        nan        nan    4
   5   28   -1   0.732100     1.621595     0.017148      1.62169        nan        nan    4
   4   29   -7   0.732041     3.443058     0.018117      3.44311        nan        nan    4
   4   12    8   0.732011     1.649364     0.017039      1.64945        nan        nan    4
   1    9   12   0.731937     6.971118     0.018236      6.97114        nan        nan    4
   1   17  -12   0.731689    17.718712     0.149129      17.7193        nan        nan    4
   4   19    7   0.731627     0.028812     0.014009    0.0320376        nan        nan    4
   5    8    6   0.731626     2.375979     0.011520      2.37601        nan        nan    4
   3   18    9   0.731595    -0.375668     0.033894     0.377194        nan        nan    4
   2   38   -6   0.731531    16.923033     0.115784      16.9234        nan        nan    4
   5   13   -9   0.731506     1.545278     0.015262      1.54535        nan        nan    4
   6   10   -6   0.731476    -1.820282    -0.014758      1.82034        nan        nan    4
   3   19  -11   0.731289    -0.184780     0.011860      0.18516        nan        nan    4
   4   23   -9   0.731266     1.940474     0.030359      1.94071        nan        nan    4
   2   20   10   0.731222   -13.008883    -0.141521      13.0097        nan        nan    4
   3   38   -4   0.731219     6.737031     0.043213      6.73717        nan        nan    4
   1   32   -9   0.731176     0.299007    -0.011338     0.299222        nan        nan    4
   6   15    0   0.731139     0.553838     0.009295     0.553916        nan        nan    4
   1   42   -4   0.731006    -9.000011    -0.063786      9.00024        nan        nan    4
   5   25    2   0.730935    -4.399419    -0.025054      4.39949        nan        nan    4
   1    1  -13   0.730906   -17.640745    -0.173687      17.6416        nan        nan    4
   2   42   -2   0.730819    -2.801043    -0.015692      2.80109        nan        nan    4
   5   26   -5   0.730509     0.419589     0.006409     0.419638        nan        nan    4
   4   11  -11   0.730446     3.280247     0.035187      3.28044        nan        nan    4
   6    1   -7   0.730408     0.052535     0.000543    0.0525379        nan        nan    4
   1    2  -13   0.730351     0.234853    -0.029736     0.236728        nan        nan    4
   2   31   -9   0.730268    -1.062213    -0.006939      1.06224        nan        nan    4
   1   35   -8   0.730240     1.340002     0.014944      1.34009        nan        nan    4
   5   28   -3   0.730216    -2.896888    -0.024041      2.89699        nan        nan    4
   2   16  -12   0.730008     4.777689     0.060246      4.77807        nan        nan    4
   2   39    4   0.729944     5.063745     0.040924      5.06391        nan        nan    4
   5   20    4   0.729916    -0.891894    -0.007553     0.891926        nan        nan    4
   1   33    8   0.729912     0.295580     0.000508      0.29558        nan        nan    4
   6    2   -7   0.729854    -1.399489    -0.015065      1.39957        nan        nan    4
   3   37   -5   0.729838    -3.774254    -0.024896      3.77434        nan        nan    4
   6    9    2   0.729758    -2.105662    -0.010320      2.10569        nan        nan    4
   1   38    6   0.729754    12.504256     0.094693      12.5046        nan        nan    4
   4   27    5   0.729715    -6.422766    -0.036811      6.42287        nan        nan    4
   6   13    1   0.729714     0.953291     0.008440     0.953328        nan        nan    4
   4   34    1   0.729636    -1.562625     0.002796      1.56263        nan        nan    4
   4   35   -1   0.729615    -3.549492    -0.011980      3.54951        nan        nan    4
   5   23    3   0.729600     5.999138     0.031745      5.99922        nan        nan    4
   6   17   -2   0.729512    -0.140654    -0.001150     0.140659        nan        nan    4
   3    9   10   0.729474     2.854521     0.041159      2.85482        nan        nan    4
   1    3  -13   0.729428    -0.664039     0.081146     0.668979        nan        nan    4
   4   35   -2   0.729310     1.510569     0.017290      1.51067        nan        nan    4
   1   43   -3   0.729272     1.843535     0.022061      1.84367        nan        nan    4
   3   11  -12   0.729269    -3.154116    -0.034090       3.1543        nan        nan    4
   3   38    2   0.729258    -1.584318    -0.005704      1.58433        nan        nan    4
   4   33    2   0.728983    -1.616707    -0.015015      1.61678        nan        nan    4
   6    3   -7   0.728932     0.170435     0.001442     0.170441        nan        nan    4
   0   41    5   0.728924    -1.004921    -0.013693      1.00501        nan        nan    4
   2   34   -8   0.728855     7.226807     0.045122      7.22695        nan        nan    4
   2   12   11   0.728653     4.691028     0.035468      4.69116        nan        nan    4
   6   14   -5   0.728649     0.118401     0.004642     0.118492        nan        nan    4
   5   16    5   0.728562    -1.778484    -0.019117      1.77859        nan        nan    4
   5   22   -7   0.728540     0.451010     0.003660     0.451025        nan        nan    4
   0   44    2   0.728500     1.268905     0.007888      1.26893        nan        nan    4
   5    9    6   0.728486    -0.977781     0.000268     0.977781        nan        nan    4
   5    0  -10   0.728446     1.125933     0.000801      1.12593        nan        nan    2
   1   44    0   0.728438     4.203644     0.036316       4.2038        nan        nan    4
   1   10   12   0.728424     7.010052     0.085681      7.01058        nan        nan    4
   0   23   11   0.728343     7.492027     0.111746      7.49286        nan        nan    4
   3   31    6   0.728268    -4.567034     0.004197      4.56704        nan        nan    4
   5    1  -10   0.728263    -3.870190    -0.043602      3.87044        nan        nan    4
   1   24  -11   0.728207    -6.775309    -0.084823      6.77584        nan        nan    4
   1    4  -13   0.728141     5.677869     0.032838      5.67796        nan        nan    4
   4   34   -4   0.728115     0.113813     0.004214     0.113891        nan        nan    4
   6   16   -4   0.728030    -0.626954    -0.007948     0.627004        nan        nan    4
   2   42    1   0.727951    -0.906497    -0.008453     0.906536        nan        nan    4
   6   17   -3   0.727950    -0.324633    -0.000837     0.324634        nan        nan    4
   1   41   -5   0.727931    14.847544     0.094426      14.8478        nan        nan    4
   0   28   10   0.727920    -1.449150    -0.026572      1.44939        nan        nan    4
   1   44   -1   0.727811    -5.897313    -0.054166      5.89756        nan        nan    4
   3   39   -3   0.727790    -3.176276    -0.000698      3.17628        nan        nan    4
   5    2  -10   0.727713     2.844802     0.019496      2.84487        nan        nan    4
   0   16   12   0.727655    -7.841210    -0.079536      7.84161        nan        nan    4
   6    4   -7   0.727648    -2.856146    -0.014011      2.85618        nan        nan    4
   3   24    8   0.727611     2.902438     0.030148      2.90259        nan        nan    4
   6   11   -6   0.727605     2.065638     0.016947      2.06571        nan        nan    4
   2   23  -11   0.727533     3.482997    -0.004902        3.483        nan        nan    4
   4   13    8   0.727398    -2.488198    -0.010477      2.48822        nan        nan    4
   3   28    7   0.727305     3.812953     0.031714      3.81308        nan        nan    4
   3   37    3   0.727241    -0.390395    -0.006342     0.390447        nan        nan    4
   4   24    6   0.727181     0.022580     0.003442    0.0228406        nan        nan    4
   1   40    5   0.726996    -5.661364    -0.066444      5.66175        nan        nan    4
   2   33    7   0.726870    -3.978977    -0.041168      3.97919        nan        nan    4
   4   33   -5   0.726862     5.469987     0.043326      5.47016        nan        nan    4
   5    3  -10   0.726800    -4.804468    -0.044379      4.80467        nan        nan    4
   6   17   -1   0.726659    -0.842965    -0.007689        0.843        nan        nan    4
   1   36    7   0.726630    -1.256359    -0.018867       1.2565        nan        nan    4
   5   14   -9   0.726539    -2.351211    -0.007096      2.35122        nan        nan    4
   3   39    1   0.726499    -0.261522    -0.005007      0.26157        nan        nan    4
   1    5  -13   0.726497    -0.750400     0.012190     0.750499        nan        nan    4
   0   35    8   0.726493     3.816855     0.053693      3.81723        nan        nan    4
   4   19  -10   0.726453    -2.155564    -0.010211      2.15559        nan        nan    4
   5   28    0   0.726387     2.132392     0.021725       2.1325        nan        nan    4
   5   27    1   0.726371    -0.143616     0.008076     0.143843        nan        nan    4
   6   10    2   0.726276    -1.330409    -0.007486      1.33043        nan        nan    4
   4   12  -11   0.726226    -2.333234    -0.019211      2.33331        nan        nan    4
   6    5   -7   0.726007    -2.310667    -0.020700      2.31076        nan        nan    4
   3   10   10   0.725997    -5.558045    -0.029086      5.55812        nan        nan    4
   5   19   -8   0.725903     3.116732     0.019855       3.1168        nan        nan    4
   2   41   -4   0.725875     1.246892    -0.000362      1.24689        nan        nan    4
   0   32    9   0.725846     1.221508     0.024874      1.22176        nan        nan    4
   4   27   -8   0.725780    -0.229289    -0.010707     0.229539        nan        nan    4
   1   20   11   0.725754     4.448022     0.062287      4.44846        nan        nan    4
   2   26    9   0.725688    -3.727644    -0.038079      3.72784        nan        nan    4
   5    4  -10   0.725527     3.766655     0.029716      3.76677        nan        nan    4
   4   35    0   0.725517    -1.924845    -0.014420       1.9249        nan        nan    4
